src_domain,tgt_domain,weight,log_weight,is_bridge
latimes.com,salon.com,29.0,3.401197,False
politico.com,salon.com,93.0,4.543295,False
cdc.gov,salon.com,9.0,2.302585,False
online.wsj.com,salon.com,130.0,4.875197,False
nypost.com,salon.com,29.0,3.401197,False
news.yahoo.com,salon.com,17.0,2.890372,False
amazon.com,salon.com,78.0,4.369448,False
nytimes.com,salon.com,348.0,5.855072,False
latimesblogs.latimes.com,salon.com,14.0,2.70805,False
foxnews.com,salon.com,46.0,3.850148,False
newscientist.com,salon.com,2.0,1.098612,False
google.com,salon.com,53.0,3.988984,False
dailymail.co.uk,salon.com,9.0,2.302585,False
independent.co.uk,salon.com,22.0,3.135494,False
reuters.com,salon.com,34.0,3.555348,False
businessweek.com,salon.com,20.0,3.044522,False
ft.com,salon.com,31.0,3.465736,False
nydailynews.com,salon.com,29.0,3.401197,False
blogs.wsj.com,salon.com,14.0,2.70805,False
newsweek.com,salon.com,26.0,3.295837,False
cnn.com,salon.com,29.0,3.401197,False
economist.com,salon.com,2.0,1.098612,False
npr.org,salon.com,9.0,2.302585,False
michellemalkin.com,salon.com,4.0,1.609438,False
newsbusters.org,salon.com,21.0,3.091042,False
flickr.com,salon.com,12.0,2.564949,False
blog.wired.com,salon.com,7.0,2.079442,False
forbes.com,salon.com,18.0,2.944439,False
marketwatch.com,salon.com,44.0,3.806662,False
news.com.au,salon.com,17.0,2.890372,False
finance.yahoo.com,salon.com,5.0,1.791759,False
microsoft.com,salon.com,2.0,1.098612,False
abcnews.go.com,salon.com,3.0,1.386294,False
edition.cnn.com,salon.com,3.0,1.386294,False
news.bbc.co.uk,salon.com,22.0,3.135494,False
boston.com,salon.com,4.0,1.609438,False
apple.com,salon.com,8.0,2.197225,False
imdb.com,salon.com,7.0,2.079442,False
facebook.com,salon.com,4.0,1.609438,False
corner.nationalreview.com,salon.com,6.0,1.94591,False
en.wikipedia.org,salon.com,142.0,4.962845,False
chicagotribune.com,salon.com,11.0,2.484907,False
informationweek.com,salon.com,6.0,1.94591,False
newsday.com,salon.com,13.0,2.639057,False
ronmwangaguhunga.blogspot.com,scienceblogs.com,2.0,1.098612,False
feedproxy.google.com,scienceblogs.com,20.0,3.044522,False
feeds.gothamistllc.com,scienceblogs.com,2.0,1.098612,False
joshingpolitics.blogspot.com,scienceblogs.com,3.0,1.386294,False
classicalvalues.com,scienceblogs.com,4.0,1.609438,False
blog.badtux.net,scienceblogs.com,5.0,1.791759,False
newscientist.com,scienceblogs.com,6.0,1.94591,False
icestationtango.blogspot.com,scienceblogs.com,51.0,3.951244,False
danceswithanxiety.blogspot.com,scienceblogs.com,264.0,5.57973,False
dumpbachmann.blogspot.com,scienceblogs.com,31.0,3.465736,False
dailykos.com,scienceblogs.com,6.0,1.94591,False
leftword.blogdig.net,scienceblogs.com,4.0,1.609438,False
forum.dvdtalk.com,scienceblogs.com,6.0,1.94591,False
downwithtyranny.blogspot.com,scienceblogs.com,2.0,1.098612,False
plime.com,scienceblogs.com,12.0,2.564949,False
evolvehappy.com,scienceblogs.com,4.0,1.609438,False
examiner.com,scienceblogs.com,2.0,1.098612,False
psycmeistr.blogspot.com,scienceblogs.com,3.0,1.386294,False
huffingtonpost.com,scienceblogs.com,18.0,2.944439,False
buckmire.blogspot.com,scienceblogs.com,2.0,1.098612,False
angrybear.blogspot.com,scienceblogs.com,3.0,1.386294,False
d-day.blogspot.com,scienceblogs.com,2.0,1.098612,False
feeds.gawker.com,scienceblogs.com,2.0,1.098612,False
kotaku.com,scienceblogs.com,3.0,1.386294,False
conservapedia.com,scienceblogs.com,8.0,2.197225,False
jezebel.com,scienceblogs.com,3.0,1.386294,False
lefarkins.blogspot.com,scienceblogs.com,20.0,3.044522,False
cujo359.blogspot.com,scienceblogs.com,300.0,5.70711,False
mahalo.com,scienceblogs.com,7.0,2.079442,False
digitalspy.co.uk,scienceblogs.com,3.0,1.386294,False
bloomberg.com,scienceblogs.com,13.0,2.639057,False
latimesblogs.latimes.com,scienceblogs.com,5.0,1.791759,False
cnn.com,scienceblogs.com,7.0,2.079442,False
realclearpolitics.com,scienceblogs.com,3.0,1.386294,False
newsweek.com,scienceblogs.com,4.0,1.609438,False
latimes.com,scienceblogs.com,6.0,1.94591,False
reuters.com,scienceblogs.com,5.0,1.791759,False
mediamatters.org,scienceblogs.com,3.0,1.386294,False
pbs.org,scienceblogs.com,5.0,1.791759,False
news.google.com,scienceblogs.com,18.0,2.944439,False
en.wikipedia.org,scienceblogs.com,269.0,5.598422,False
google.com,scienceblogs.com,16.0,2.833213,False
msnbc.msn.com,scienceblogs.com,11.0,2.484907,False
cdc.gov,scienceblogs.com,27.0,3.332205,False
chicagotribune.com,scienceblogs.com,5.0,1.791759,False
amazon.com,scienceblogs.com,79.0,4.382027,False
news.yahoo.com,scienceblogs.com,3.0,1.386294,False
dailymail.co.uk,scienceblogs.com,10.0,2.397895,False
newyorker.com,scienceblogs.com,4.0,1.609438,False
4.bp.blogspot.com,scienceblogs.com,2.0,1.098612,False
politico.com,scienceblogs.com,3.0,1.386294,False
myspace.com,scienceblogs.com,4.0,1.609438,False
nypost.com,scienceblogs.com,2.0,1.098612,False
facebook.com,scienceblogs.com,3.0,1.386294,False
salon.com,scienceblogs.com,5.0,1.791759,False
online.wsj.com,scienceblogs.com,4.0,1.609438,False
foxnews.com,scienceblogs.com,2.0,1.098612,False
abcnews.go.com,scienceblogs.com,3.0,1.386294,False
guardian.co.uk,scienceblogs.com,11.0,2.484907,False
news.com.au,scienceblogs.com,3.0,1.386294,False
nytimes.com,scienceblogs.com,87.0,4.477337,False
cbc.ca,scienceblogs.com,8.0,2.197225,False
independent.co.uk,scienceblogs.com,5.0,1.791759,False
npr.org,scienceblogs.com,10.0,2.397895,False
imdb.com,scienceblogs.com,6.0,1.94591,False
news.bbc.co.uk,scienceblogs.com,19.0,2.995732,False
flickr.com,scienceblogs.com,5.0,1.791759,False
boston.com,scienceblogs.com,4.0,1.609438,False
photos1.blogger.com,scienceblogs.com,2.0,1.098612,False
fivethirtyeight.com,seattletimes.nwsource.com,3.0,1.386294,False
megite.com,seattletimes.nwsource.com,54.0,4.007333,False
digitalspy.co.uk,seattletimes.nwsource.com,4.0,1.609438,False
realclearpolitics.com,seattletimes.nwsource.com,10.0,2.397895,False
nomoremister.blogspot.com,seattletimes.nwsource.com,6.0,1.94591,False
blog.badtux.net,seattletimes.nwsource.com,12.0,2.564949,False
icestationtango.blogspot.com,seattletimes.nwsource.com,11.0,2.484907,False
blogs.zdnet.com,seattletimes.nwsource.com,2.0,1.098612,False
leftword.blogdig.net,seattletimes.nwsource.com,2.0,1.098612,False
chacha.com,seattletimes.nwsource.com,7.0,2.079442,False
blog.openitstrategies.com,seattletimes.nwsource.com,3.0,1.386294,False
newsbusters.org,seattletimes.nwsource.com,10.0,2.397895,False
evolvehappy.com,seattletimes.nwsource.com,6.0,1.94591,False
ourlatinamerica.blogspot.com,seattletimes.nwsource.com,2.0,1.098612,False
babbazeesbrain.blogspot.com,seattletimes.nwsource.com,7.0,2.079442,False
feedproxy.google.com,seattletimes.nwsource.com,4.0,1.609438,False
feeds.gothamistllc.com,seattletimes.nwsource.com,58.0,4.077537,False
d-day.blogspot.com,seattletimes.nwsource.com,10.0,2.397895,False
greenwichroundup.blogspot.com,seattletimes.nwsource.com,3.0,1.386294,False
conservapedia.com,seattletimes.nwsource.com,95.0,4.564348,False
kennysideshow.blogspot.com,seattletimes.nwsource.com,7.0,2.079442,False
forum.dvdtalk.com,seattletimes.nwsource.com,2.0,1.098612,False
danceswithanxiety.blogspot.com,seattletimes.nwsource.com,2.0,1.098612,False
deadspin.com,seattletimes.nwsource.com,2.0,1.098612,False
circleof13.blogspot.com,seattletimes.nwsource.com,3.0,1.386294,False
alterdestiny.blogspot.com,seattletimes.nwsource.com,4.0,1.609438,False
ibloga.blogspot.com,seattletimes.nwsource.com,2.0,1.098612,False
holycoast.blogspot.com,seattletimes.nwsource.com,6.0,1.94591,False
huffingtonpost.com,seattletimes.nwsource.com,5.0,1.791759,False
jihadwatch.org,seattletimes.nwsource.com,27.0,3.332205,False
scienceblogs.com,seattletimes.nwsource.com,2.0,1.098612,False
alternet.org,seattletimes.nwsource.com,13.0,2.639057,False
otherclub.blogspot.com,seattletimes.nwsource.com,60.0,4.110874,False
cinie.wordpress.com,seattletimes.nwsource.com,12.0,2.564949,False
classicalvalues.com,seattletimes.nwsource.com,9.0,2.302585,False
npr.org,seattletimes.nwsource.com,7.0,2.079442,False
ronmwangaguhunga.blogspot.com,seattletimes.nwsource.com,3.0,1.386294,False
guardian.co.uk,seattletimes.nwsource.com,4.0,1.609438,False
newportcity.blogspot.com,seattletimes.nwsource.com,2.0,1.098612,False
reason.com,seattletimes.nwsource.com,2.0,1.098612,False
lefarkins.blogspot.com,seattletimes.nwsource.com,25.0,3.258097,False
mahalo.com,seattletimes.nwsource.com,103.0,4.644391,False
downwithtyranny.blogspot.com,seattletimes.nwsource.com,6.0,1.94591,False
psycmeistr.blogspot.com,seattletimes.nwsource.com,3.0,1.386294,False
concurringopinions.com,seattletimes.nwsource.com,4.0,1.609438,False
rebellenation.blogspot.com,seattletimes.nwsource.com,6.0,1.94591,False
cujo359.blogspot.com,seattletimes.nwsource.com,20.0,3.044522,False
salon.com,seattletimes.nwsource.com,2.0,1.098612,False
ionarts.blogspot.com,seattletimes.nwsource.com,6.0,1.94591,False
firstread.msnbc.msn.com,seattletimes.nwsource.com,2.0,1.098612,False
joshingpolitics.blogspot.com,seattletimes.nwsource.com,6.0,1.94591,False
capitalfax.blogspot.com,seattletimes.nwsource.com,2.0,1.098612,False
news.cnet.com,seattletimes.nwsource.com,4.0,1.609438,False
buckmire.blogspot.com,seattletimes.nwsource.com,13.0,2.639057,False
nandigramunited.blogspot.com,seattletimes.nwsource.com,5.0,1.791759,False
nydailynews.com,seattletimes.nwsource.com,2.0,1.098612,False
myspace.com,seattletimes.nwsource.com,11.0,2.484907,False
cdc.gov,seattletimes.nwsource.com,2.0,1.098612,False
amazon.com,seattletimes.nwsource.com,14.0,2.70805,False
forbes.com,seattletimes.nwsource.com,2.0,1.098612,False
blogs.wsj.com,seekingalpha.com,16.0,2.833213,False
blogs.zdnet.com,seekingalpha.com,35.0,3.583519,False
reason.com,seekingalpha.com,2.0,1.098612,False
angrybear.blogspot.com,seekingalpha.com,2.0,1.098612,False
crooksandliars.com,seekingalpha.com,2.0,1.098612,False
mahalo.com,seekingalpha.com,12.0,2.564949,False
circleof13.blogspot.com,seekingalpha.com,5.0,1.791759,False
babbazeesbrain.blogspot.com,seekingalpha.com,37.0,3.637586,False
informationweek.com,seekingalpha.com,9.0,2.302585,False
blog.openitstrategies.com,seekingalpha.com,56.0,4.043051,False
news.cnet.com,seekingalpha.com,12.0,2.564949,False
guardian.co.uk,seekingalpha.com,28.0,3.367296,False
greenwichroundup.blogspot.com,seekingalpha.com,97.0,4.584967,False
money.cnn.com,seekingalpha.com,25.0,3.258097,False
nypost.com,seekingalpha.com,8.0,2.197225,False
businessweek.com,seekingalpha.com,17.0,2.890372,False
finance.yahoo.com,seekingalpha.com,150.0,5.01728,False
cbsnews.com,seekingalpha.com,2.0,1.098612,False
cbc.ca,seekingalpha.com,2.0,1.098612,False
online.wsj.com,seekingalpha.com,251.0,5.529429,False
en.wikipedia.org,seekingalpha.com,250.0,5.525453,False
economist.com,seekingalpha.com,18.0,2.944439,False
apple.com,seekingalpha.com,16.0,2.833213,False
facebook.com,seekingalpha.com,4.0,1.609438,False
news.yahoo.com,seekingalpha.com,11.0,2.484907,False
newyorker.com,seekingalpha.com,4.0,1.609438,False
nymag.com,seekingalpha.com,8.0,2.197225,False
microsoft.com,seekingalpha.com,2.0,1.098612,False
myspace.com,seekingalpha.com,4.0,1.609438,False
ft.com,seekingalpha.com,42.0,3.7612,False
3.bp.blogspot.com,seekingalpha.com,2.0,1.098612,False
prospect.org,seekingalpha.com,2.0,1.098612,False
boston.com,seekingalpha.com,4.0,1.609438,False
blogger.com,seekingalpha.com,3.0,1.386294,False
reuters.com,seekingalpha.com,76.0,4.343805,False
latimes.com,seekingalpha.com,12.0,2.564949,False
google.com,seekingalpha.com,81.0,4.406719,False
engadget.com,seekingalpha.com,2.0,1.098612,False
npr.org,seekingalpha.com,3.0,1.386294,False
cnn.com,seekingalpha.com,9.0,2.302585,False
foxnews.com,seekingalpha.com,5.0,1.791759,False
arstechnica.com,seekingalpha.com,4.0,1.609438,False
huffingtonpost.com,seekingalpha.com,13.0,2.639057,False
politico.com,seekingalpha.com,3.0,1.386294,False
nytimes.com,seekingalpha.com,128.0,4.859812,False
news.bbc.co.uk,seekingalpha.com,5.0,1.791759,False
amazon.com,seekingalpha.com,42.0,3.7612,False
bloomberg.com,seekingalpha.com,260.0,5.56452,False
pbs.org,seekingalpha.com,3.0,1.386294,False
salon.com,seekingalpha.com,3.0,1.386294,False
blog.wired.com,seekingalpha.com,2.0,1.098612,False
feedproxy.google.com,seekingalpha.com,9.0,2.302585,False
newsweek.com,seekingalpha.com,6.0,1.94591,False
imdb.com,seekingalpha.com,4.0,1.609438,False
forbes.com,seekingalpha.com,35.0,3.583519,False
news.google.com,seekingalpha.com,9.0,2.302585,False
independent.co.uk,seekingalpha.com,4.0,1.609438,False
marketwatch.com,seekingalpha.com,47.0,3.871201,False
ronmwangaguhunga.blogspot.com,sepiamutiny.com,2.0,1.098612,False
scienceblogs.com,sepiamutiny.com,5.0,1.791759,False
bloomberg.com,sepiamutiny.com,10.0,2.397895,False
blog.wired.com,sepiamutiny.com,2.0,1.098612,False
politico.com,sepiamutiny.com,25.0,3.258097,False
msnbc.msn.com,sepiamutiny.com,86.0,4.465908,False
apple.com,sepiamutiny.com,4.0,1.609438,False
blogs.abcnews.com,sepiamutiny.com,7.0,2.079442,False
informationweek.com,sepiamutiny.com,5.0,1.791759,False
nymag.com,sepiamutiny.com,21.0,3.091042,False
salon.com,sepiamutiny.com,40.0,3.713572,False
cnn.com,sepiamutiny.com,66.0,4.204693,False
mediamatters.org,sepiamutiny.com,5.0,1.791759,False
newsday.com,sepiamutiny.com,15.0,2.772589,False
blogger.com,sepiamutiny.com,6.0,1.94591,False
commondreams.org,sepiamutiny.com,5.0,1.791759,False
abcnews.go.com,sepiamutiny.com,19.0,2.995732,False
nypost.com,sepiamutiny.com,15.0,2.772589,False
independent.co.uk,sepiamutiny.com,4.0,1.609438,False
maps.google.com,sepiamutiny.com,15.0,2.772589,False
nydailynews.com,sepiamutiny.com,36.0,3.610918,False
dailykos.com,sepiamutiny.com,8.0,2.197225,False
latimes.com,sepiamutiny.com,78.0,4.369448,False
edition.cnn.com,sepiamutiny.com,20.0,3.044522,False
news.google.com,sepiamutiny.com,16.0,2.833213,False
myspace.com,sepiamutiny.com,41.0,3.73767,False
news.com.au,sepiamutiny.com,2.0,1.098612,False
realclearpolitics.com,sepiamutiny.com,4.0,1.609438,False
examiner.com,sepiamutiny.com,2.0,1.098612,False
nytimes.com,sepiamutiny.com,535.0,6.284134,False
news.yahoo.com,sepiamutiny.com,57.0,4.060443,False
chicagotribune.com,sepiamutiny.com,19.0,2.995732,False
gawker.com,sepiamutiny.com,22.0,3.135494,False
economist.com,sepiamutiny.com,11.0,2.484907,False
cbsnews.com,sepiamutiny.com,14.0,2.70805,False
npr.org,sepiamutiny.com,66.0,4.204693,False
facebook.com,sepiamutiny.com,7.0,2.079442,False
newyorker.com,sepiamutiny.com,40.0,3.713572,False
digg.com,sepiamutiny.com,2.0,1.098612,False
iht.com,sepiamutiny.com,30.0,3.433987,False
seattletimes.nwsource.com,sepiamutiny.com,11.0,2.484907,False
philly.com,sepiamutiny.com,19.0,2.995732,False
latimesblogs.latimes.com,sepiamutiny.com,10.0,2.397895,False
alternet.org,sepiamutiny.com,12.0,2.564949,False
businessweek.com,sepiamutiny.com,24.0,3.218876,False
newscientist.com,sepiamutiny.com,4.0,1.609438,False
newsweek.com,sepiamutiny.com,18.0,2.944439,False
eonline.com,sepiamutiny.com,5.0,1.791759,False
money.cnn.com,sepiamutiny.com,11.0,2.484907,False
foxnews.com,sepiamutiny.com,4.0,1.609438,False
en.wikipedia.org,sepiamutiny.com,1480.0,7.300473,False
pbs.org,sepiamutiny.com,21.0,3.091042,False
google.com,sepiamutiny.com,32.0,3.496508,False
huffingtonpost.com,sepiamutiny.com,15.0,2.772589,False
jezebel.com,sepiamutiny.com,10.0,2.397895,False
dailymail.co.uk,sepiamutiny.com,17.0,2.890372,False
flickr.com,sepiamutiny.com,210.0,5.351858,False
amazon.com,sepiamutiny.com,188.0,5.241747,False
chron.com,sepiamutiny.com,14.0,2.70805,False
cdc.gov,sepiamutiny.com,2.0,1.098612,False
cbc.ca,sepiamutiny.com,20.0,3.044522,False
breitbart.com,sepiamutiny.com,4.0,1.609438,False
boston.com,sepiamutiny.com,23.0,3.178054,False
freerepublic.com,sepiamutiny.com,2.0,1.098612,False
online.wsj.com,sepiamutiny.com,34.0,3.555348,False
fivethirtyeight.com,sepiamutiny.com,2.0,1.098612,False
bbc.co.uk,sepiamutiny.com,26.0,3.295837,False
reason.com,sepiamutiny.com,2.0,1.098612,False
ft.com,sepiamutiny.com,3.0,1.386294,False
reuters.com,sepiamutiny.com,16.0,2.833213,False
imdb.com,sepiamutiny.com,175.0,5.170484,False
news.bbc.co.uk,sepiamutiny.com,500.0,6.216606,False
deadspin.com,sepiamutiny.com,2.0,1.098612,False
guardian.co.uk,sepiamutiny.com,68.0,4.234107,False
forbes.com,sepiamutiny.com,27.0,3.332205,False
ronmwangaguhunga.blogspot.com,sfgate.com,31.0,3.465736,False
alterdestiny.blogspot.com,sfgate.com,2.0,1.098612,False
blogs.wsj.com,sfgate.com,3.0,1.386294,False
blog.openitstrategies.com,sfgate.com,27.0,3.332205,False
djtechnocrat.blogspot.com,sfgate.com,11.0,2.484907,False
classicalvalues.com,sfgate.com,45.0,3.828641,False
seekingalpha.com,sfgate.com,2.0,1.098612,False
gatesofvienna.blogspot.com,sfgate.com,4.0,1.609438,False
alternet.org,sfgate.com,2.0,1.098612,False
deadspin.com,sfgate.com,30.0,3.433987,False
rss.feedsportal.com,sfgate.com,7.0,2.079442,False
danceswithanxiety.blogspot.com,sfgate.com,7.0,2.079442,False
nymag.com,sfgate.com,3.0,1.386294,False
greenwichroundup.blogspot.com,sfgate.com,9.0,2.302585,False
blogs.abcnews.com,sfgate.com,3.0,1.386294,False
firstread.msnbc.msn.com,sfgate.com,18.0,2.944439,False
psycmeistr.blogspot.com,sfgate.com,19.0,2.995732,False
d-day.blogspot.com,sfgate.com,84.0,4.442651,False
pcworld.com,sfgate.com,2.0,1.098612,False
chacha.com,sfgate.com,11.0,2.484907,False
concurringopinions.com,sfgate.com,23.0,3.178054,False
capitalfax.blogspot.com,sfgate.com,41.0,3.73767,False
jihadwatch.org,sfgate.com,22.0,3.135494,False
gawker.com,sfgate.com,25.0,3.258097,False
ourlatinamerica.blogspot.com,sfgate.com,6.0,1.94591,False
babbazeesbrain.blogspot.com,sfgate.com,31.0,3.465736,False
lefarkins.blogspot.com,sfgate.com,16.0,2.833213,False
latimes.com,sfgate.com,6.0,1.94591,False
sepiamutiny.com,sfgate.com,69.0,4.248495,False
i.gizmodo.com,sfgate.com,13.0,2.639057,False
feeds.gothamistllc.com,sfgate.com,92.0,4.532599,False
cinie.wordpress.com,sfgate.com,48.0,3.89182,False
nomoremister.blogspot.com,sfgate.com,26.0,3.295837,False
mahalo.com,sfgate.com,304.0,5.720312,False
althouse.blogspot.com,sfgate.com,11.0,2.484907,False
reason.com,sfgate.com,10.0,2.397895,False
cujo359.blogspot.com,sfgate.com,8.0,2.197225,False
forum.dvdtalk.com,sfgate.com,9.0,2.302585,False
newsbusters.org,sfgate.com,7.0,2.079442,False
huffingtonpost.com,sfgate.com,12.0,2.564949,False
holycoast.blogspot.com,sfgate.com,36.0,3.610918,False
news.cnet.com,sfgate.com,9.0,2.302585,False
ibloga.blogspot.com,sfgate.com,3.0,1.386294,False
freerepublic.com,sfgate.com,7.0,2.079442,False
joshingpolitics.blogspot.com,sfgate.com,26.0,3.295837,False
commondreams.org,sfgate.com,7.0,2.079442,False
blog.badtux.net,sfgate.com,48.0,3.89182,False
circleof13.blogspot.com,sfgate.com,8.0,2.197225,False
realclearpolitics.com,sfgate.com,8.0,2.197225,False
dailykos.com,sfgate.com,4.0,1.609438,False
buckmire.blogspot.com,sfgate.com,50.0,3.931826,False
jezebel.com,sfgate.com,10.0,2.397895,False
angrybear.blogspot.com,sfgate.com,10.0,2.397895,False
icestationtango.blogspot.com,sfgate.com,26.0,3.295837,False
otherclub.blogspot.com,sfgate.com,5.0,1.791759,False
kennysideshow.blogspot.com,sfgate.com,30.0,3.433987,False
newscientist.com,sfgate.com,2.0,1.098612,False
leftword.blogdig.net,sfgate.com,8.0,2.197225,False
dumpbachmann.blogspot.com,sfgate.com,2.0,1.098612,False
feeds.gawker.com,sfgate.com,10.0,2.397895,False
plime.com,sfgate.com,40.0,3.713572,False
blog.wired.com,sfgate.com,12.0,2.564949,False
scienceblogs.com,sfgate.com,2.0,1.098612,False
salon.com,sfgate.com,16.0,2.833213,False
evolvehappy.com,sfgate.com,33.0,3.526361,False
downwithtyranny.blogspot.com,sfgate.com,32.0,3.496508,False
newportcity.blogspot.com,sfgate.com,2.0,1.098612,False
ionarts.blogspot.com,sfgate.com,36.0,3.610918,False
rebellenation.blogspot.com,sfgate.com,13.0,2.639057,False
conservapedia.com,sfgate.com,10.0,2.397895,False
examiner.com,sfgate.com,27.0,3.332205,False
flickr.com,sfgate.com,6.0,1.94591,False
bbc.co.uk,sfgate.com,3.0,1.386294,False
nydailynews.com,sfgate.com,2.0,1.098612,False
myspace.com,sfgate.com,2.0,1.098612,False
amazon.com,sfgate.com,7.0,2.079442,False
google.com,sfgate.com,7.0,2.079442,False
ft.com,sfgate.com,2.0,1.098612,False
foxnews.com,sfgate.com,2.0,1.098612,False
imdb.com,sfgate.com,7.0,2.079442,False
news.yahoo.com,sfgate.com,2.0,1.098612,False
abcnews.go.com,sfgate.com,3.0,1.386294,False
news.google.com,sfgate.com,9.0,2.302585,False
reuters.com,sfgate.com,4.0,1.609438,False
dailymail.co.uk,sfgate.com,5.0,1.791759,False
msnbc.msn.com,sfgate.com,5.0,1.791759,False
online.wsj.com,sfgate.com,9.0,2.302585,False
maps.google.com,sfgate.com,4.0,1.609438,False
facebook.com,sfgate.com,3.0,1.386294,False
nytimes.com,sfgate.com,15.0,2.772589,False
forbes.com,sfgate.com,2.0,1.098612,False
cbsnews.com,sfgate.com,2.0,1.098612,False
news.bbc.co.uk,sfgate.com,2.0,1.098612,False
en.wikipedia.org,sfgate.com,73.0,4.304065,False
apple.com,sfgate.com,8.0,2.197225,False
pbs.org,sfgate.com,4.0,1.609438,False
cnn.com,sfgate.com,9.0,2.302585,False
3.bp.blogspot.com,sfgate.com,3.0,1.386294,False
arstechnica.com,sfgate.com,3.0,1.386294,False
latimesblogs.latimes.com,sfgate.com,3.0,1.386294,False
cujo359.blogspot.com,slate.com,4.0,1.609438,False
npr.org,slate.com,4.0,1.609438,False
mahalo.com,slate.com,96.0,4.574711,False
chacha.com,slate.com,16.0,2.833213,False
evolvehappy.com,slate.com,7.0,2.079442,False
guardian.co.uk,slate.com,12.0,2.564949,False
i.gizmodo.com,slate.com,4.0,1.609438,False
icestationtango.blogspot.com,slate.com,8.0,2.197225,False
firstread.msnbc.msn.com,slate.com,2.0,1.098612,False
informationweek.com,slate.com,9.0,2.302585,False
nandigramunited.blogspot.com,slate.com,3.0,1.386294,False
blog.openitstrategies.com,slate.com,2.0,1.098612,False
ionarts.blogspot.com,slate.com,5.0,1.791759,False
plime.com,slate.com,4.0,1.609438,False
scienceblogs.com,slate.com,10.0,2.397895,False
buckmire.blogspot.com,slate.com,5.0,1.791759,False
leftword.blogdig.net,slate.com,10.0,2.397895,False
circleof13.blogspot.com,slate.com,5.0,1.791759,False
nymag.com,slate.com,7.0,2.079442,False
blogs.abcnews.com,slate.com,7.0,2.079442,False
cajunboyinthecity.blogspot.com,slate.com,19.0,2.995732,False
amazon.com,slate.com,132.0,4.890349,False
psycmeistr.blogspot.com,slate.com,8.0,2.197225,False
fivethirtyeight.com,slate.com,12.0,2.564949,False
althouse.blogspot.com,slate.com,36.0,3.610918,False
huffingtonpost.com,slate.com,14.0,2.70805,False
gatesofvienna.blogspot.com,slate.com,2.0,1.098612,False
reason.com,slate.com,15.0,2.772589,False
atlasshrugs2000.typepad.com,slate.com,6.0,1.94591,False
rebellenation.blogspot.com,slate.com,14.0,2.70805,False
ronmwangaguhunga.blogspot.com,slate.com,26.0,3.295837,False
cnn.com,slate.com,5.0,1.791759,False
jezebel.com,slate.com,18.0,2.944439,False
concurringopinions.com,slate.com,143.0,4.969813,False
babbazeesbrain.blogspot.com,slate.com,5.0,1.791759,False
megite.com,slate.com,15.0,2.772589,False
holycoast.blogspot.com,slate.com,17.0,2.890372,False
angrybear.blogspot.com,slate.com,5.0,1.791759,False
conservapedia.com,slate.com,148.0,5.003946,False
danceswithanxiety.blogspot.com,slate.com,29.0,3.401197,False
gawker.com,slate.com,31.0,3.465736,False
sepiamutiny.com,slate.com,53.0,3.988984,False
feeds.gothamistllc.com,slate.com,6.0,1.94591,False
blog.badtux.net,slate.com,8.0,2.197225,False
feeds.gawker.com,slate.com,6.0,1.94591,False
kennysideshow.blogspot.com,slate.com,6.0,1.94591,False
alterdestiny.blogspot.com,slate.com,9.0,2.302585,False
nomoremister.blogspot.com,slate.com,14.0,2.70805,False
forum.dvdtalk.com,slate.com,17.0,2.890372,False
classicalvalues.com,slate.com,30.0,3.433987,False
capitalfax.blogspot.com,slate.com,13.0,2.639057,False
freerepublic.com,slate.com,2.0,1.098612,False
joshingpolitics.blogspot.com,slate.com,16.0,2.833213,False
salon.com,slate.com,8.0,2.197225,False
greenwichroundup.blogspot.com,slate.com,6.0,1.94591,False
prospect.org,slate.com,11.0,2.484907,False
newsweek.com,slate.com,9.0,2.302585,False
economist.com,slate.com,2.0,1.098612,False
downwithtyranny.blogspot.com,slate.com,28.0,3.367296,False
cinie.wordpress.com,slate.com,39.0,3.688879,False
lefarkins.blogspot.com,slate.com,531.0,6.276643,False
otherclub.blogspot.com,slate.com,22.0,3.135494,False
feedproxy.google.com,slate.com,2.0,1.098612,False
dailykos.com,slate.com,3.0,1.386294,False
blog.wired.com,slate.com,5.0,1.791759,False
forbes.com,slate.com,7.0,2.079442,False
seekingalpha.com,slate.com,8.0,2.197225,False
pajamasmedia.com,slate.com,2.0,1.098612,False
d-day.blogspot.com,slate.com,51.0,3.951244,False
ibloga.blogspot.com,slate.com,7.0,2.079442,False
jihadwatch.org,slate.com,5.0,1.791759,False
djtechnocrat.blogspot.com,slate.com,2.0,1.098612,False
corner.nationalreview.com,slate.com,4.0,1.609438,False
hotair.com,slate.com,7.0,2.079442,False
commondreams.org,slate.com,3.0,1.386294,False
bloomberg.com,slate.com,5.0,1.791759,False
news.bbc.co.uk,slate.com,9.0,2.302585,False
cbsnews.com,slate.com,8.0,2.197225,False
philly.com,slate.com,4.0,1.609438,False
apple.com,slate.com,4.0,1.609438,False
foxnews.com,slate.com,3.0,1.386294,False
seattletimes.nwsource.com,slate.com,2.0,1.098612,False
microsoft.com,slate.com,3.0,1.386294,False
en.wikipedia.org,slate.com,80.0,4.394449,False
reuters.com,slate.com,6.0,1.94591,False
online.wsj.com,slate.com,101.0,4.624973,False
finance.yahoo.com,slate.com,8.0,2.197225,False
nytimes.com,slate.com,270.0,5.602119,False
blogs.wsj.com,slate.com,2.0,1.098612,False
latimes.com,slate.com,108.0,4.691348,False
alternet.org,slate.com,2.0,1.098612,False
